partition	ID
train	3SKY
train	1PWW
train	1Q88
train	2IQA
train	6F8G
train	5Y19
train	5W2H
train	3DLV
train	2ZGY
train	4P6R
train	2HOI
train	1OSN
train	2ARR
train	1AUK
train	5AXP
train	4ZM2
train	5JFQ
train	4FW7
train	5VR3
train	4G0J
train	2IIQ
train	2XV2
train	3RVF
train	4BVQ
train	3FEW
train	1Y45
train	3RC8
train	4HUZ
train	1D7K
train	4V2Z
train	5CD6
train	2STB
train	2XBP
train	5U8V
train	4MXR
train	3NMA
train	2H1G
train	1QQS
train	3PEC
train	3IIW
train	2HZ6
train	2UZF
train	3TME
train	5EWS
train	3G9H
train	3SUV
train	2Y5J
train	4PPI
train	5HWB
train	2IXM
train	5WEY
train	4D1Y
train	5B4S
train	3TPY
train	2Y22
train	4GN1
train	4ICW
train	5VLP
train	3UKW
train	3KP4
train	2QJE
train	4D8E
train	3RB8
train	3TRN
train	1FTM
train	2PS0
train	3SB1
train	3QYX
train	1IO1
train	4HPB
train	1I55
train	4ZQE
train	3AO3
train	3WMX
train	5VXV
train	2C8J
train	5P7F
train	4Y0V
train	3L4I
train	1H42
train	5XLN
train	3I13
train	3RFI
train	3LNX
train	1AX8
train	5HCY
train	4IKE
train	2E8X
train	3BPN
train	2FYA
train	3GT6
train	5C9J
train	3N70
train	4OFP
train	3G5E
train	3G7W
train	1OEK
train	1JYR
train	3PT3
train	2DFN
train	4MZ5
train	2ZX7
train	4XVK
train	1PNZ
train	5O9H
train	1LQY
train	4M6T
train	4P04
train	3ER8
train	2WF1
train	6EBX
train	3BZK
train	3PUV
train	3E9V
train	4I4E
train	1RXG
train	4IA5
train	5AWI
train	3C3J
train	2YHD
train	4IK0
train	2OSU
train	1Y4G
train	4MSQ
train	1SXS
train	5XZB
train	3RUO
train	2V6V
train	5NO9
train	5EIQ
train	2RCI
train	4N9P
train	4O7B
train	3QV7
train	4PJK
train	5BUZ
train	4MZM
train	3UO9
train	5NUI
train	1JXT
train	4L0R
train	2JET
train	5B5V
train	1NQ1
train	6F0N
train	3MVR
train	3F97
train	1CF5
train	3CRO
train	5NLV
train	1HX5
train	1NQL
train	5E94
train	3O4Q
train	4K4O
train	2G89
train	3HWT
train	3T3A
train	5XQZ
train	3E9Q
train	4DDC
train	2V1H
train	2DQT
train	5NSD
train	4POH
train	5YNP
train	5JUZ
train	2ZRL
train	4TVX
train	2OH4
train	5MXU
train	5LNL
train	4I9G
train	1K63
train	3HV9
train	4AFK
train	1I84
train	1TIJ
train	4PRL
train	2DFV
train	1U0N
train	4Z9A
train	1UKF
train	3ZTE
train	5JP1
train	4CCZ
train	4GVD
train	4XQG
train	4YEN
train	2RI5
train	5KPO
train	5HSA
train	2NT7
train	5FQP
train	4MTS
train	2QTZ
train	1V5V
train	4E5O
train	5UDD
train	2G48
train	4RU1
train	5WHJ
train	4QJQ
train	1V0K
train	2UY0
train	4E0Y
train	1N1C
train	3GBT
train	6BP6
train	4U8J
train	3L9U
train	4RO3
train	3WKW
train	1Z9S
train	4WYW
train	3FCT
train	3ZUS
train	3P1Z
train	2VF2
train	3IF9
train	1E5V
train	4E0D
train	4TR7
train	4EX9
train	5EQ4
train	5XMP
train	3N3T
train	5U08
train	3ZC0
train	3NQM
train	4HBN
train	5CR4
train	3OV6
train	3WMD
train	6APA
train	5KGL
train	2INW
train	5D3O
train	4CEE
train	3U3B
train	4FNM
train	4LA3
train	3AL9
train	1YFK
train	4HS1
train	4NF6
train	4HJY
train	4P37
train	2G0N
train	3KMF
train	2P27
train	2R8F
train	1BDB
train	3NRB
train	3RR7
train	2I5Q
train	4ZMM
train	5N10
train	3GCV
train	1ZT9
train	5WSZ
train	2QGX
train	1FVF
train	3OJ8
train	2Y4X
train	5FJD
train	4K62
train	3VTT
train	5JZU
train	6ARM
train	3ZJ4
train	1OH3
train	1H3D
train	5TFW
train	2BYJ
train	6BYH
train	3W54
train	4QTN
train	1R0V
train	4EN2
train	3I7Q
train	2YV8
train	1VB2
train	4K05
train	6BVZ
train	4ARZ
train	3R25
train	2F2K
train	4BDT
train	2OS7
train	3MUM
train	2W79
train	4XGW
train	2UX2
train	4N0J
train	5YOX
train	2YGT
train	3BYP
train	1T16
train	3U25
train	2PUJ
train	2DPS
train	4EB6
train	5UG2
train	2ZNC
train	4OQS
train	2ZSA
train	4O4S
train	4ID2
train	1NLQ
train	3GB3
train	4IH8
train	5Y6J
train	5GRV
train	1AVU
train	2V03
train	1ZRT
train	1KQC
train	2IJC
train	1ZDN
train	3CG8
train	2NN4
train	5KWE
train	2G3K
train	3GMG
train	4TU9
train	3TV6
train	4ILB
train	5GK9
train	1Y0G
train	1MG1
train	4YCV
train	3TUL
train	4E43
train	5A97
train	3KEG
train	5TIO
train	5YBP
train	1HQG
train	2W6B
train	1TJU
train	3KWM
train	2P6Y
train	5HCW
train	3AHI
train	6F58
train	5LSS
train	5JLP
train	3EX8
train	6B89
train	2R29
train	1NX9
train	5X90
train	3ZIH
train	3OIJ
train	1UWE
train	4GGH
train	4M1X
train	2NPM
train	5KZL
train	5AZV
train	1CY0
train	5GVY
train	4YGX
train	3ZZD
train	4F3I
train	5NBC
train	5IYY
train	3KKJ
train	7ICE
train	5UAU
train	5WAN
train	2BWP
train	6EN9
train	3TFU
train	2DDO
train	1OQV
train	4EVA
train	1VPB
train	2D0J
train	2PN2
train	3KM3
train	3HFS
train	1WBQ
train	3C0V
train	1U1W
train	4UBA
train	1H9M
train	5ERL
train	4XOP
train	5TUJ
train	5CLV
train	1JVZ
train	3SCR
train	2B3B
train	2NP6
train	5D22
train	5UFU
train	1MIJ
train	1TN3
train	4LWV
train	3H7W
train	3MND
train	2HLZ
train	3Q2P
train	4TMW
train	1EI8
train	5V70
train	5Y8L
train	1MH5
train	4AL4
train	4GJ7
train	5EHM
train	3ZS0
train	4YPY
train	3RG4
train	5IVA
train	3MQ7
train	1VPR
train	3BL5
train	6FBK
train	5T4J
train	3RX8
train	4J33
train	5U1R
train	4NXK
train	5LKZ
train	2CJ5
train	2CSD
train	6BRX
train	5J6F
train	4W1Y
train	2ZEW
train	2ZJO
train	3NG9
train	1UBC
train	3HBW
train	5MNE
train	2WN8
train	2ZXX
train	2UUR
train	3SLO
train	3U1M
train	2ZJG
train	5JXA
train	4XN9
train	4BKQ
train	2RGB
train	4XHC
train	1ZBO
train	3RP6
train	2WUE
train	2QE9
train	1ZKK
train	2NO4
train	4JK1
train	1GXA
train	6BYN
train	4PY6
train	5VZV
train	4V99
train	4UM8
train	5IQZ
train	1UKU
train	5FHE
train	4LMT
train	4M02
train	1P73
train	5YD6
train	4YQF
train	4MZJ
train	3FRR
train	1H44
train	4J4Q
train	5JH7
train	2AML
train	2WFE
train	4YFZ
train	1V9E
train	3IOI
train	5LFT
train	4LBX
train	4H3V
train	2ASF
train	1LFD
train	4TXI
train	1XTD
train	2Z1E
train	1SD3
train	2VOV
train	2W0I
train	1QTP
train	4G9S
train	3N71
train	1MZJ
train	5UUI
train	3HWG
train	6EXZ
train	4PNB
train	5EF8
train	2ZAC
train	2CCM
train	2W7K
train	1AQ0
train	4BVA
train	3IU9
train	5BY3
train	5MBZ
train	3HE7
train	3MHS
train	5AYX
train	5IAX
train	3KU6
train	4NKV
train	1A4X
train	1VYV
train	2BHS
train	2WHM
train	4W6V
train	3K7U
train	4NMX
train	3TR2
train	5OUE
train	5HS8
train	5GO4
train	1RFY
train	2CKG
train	5F9R
train	1GYW
train	1ET6
train	6F4P
train	3FIR
train	3B81
train	5F2O
train	4F8N
train	3C1I
train	1B3T
train	5J6B
train	5KMI
train	4Z40
train	4XBN
train	3TC1
train	5O81
train	1E51
train	5YBL
train	2EL3
train	2I33
train	2GAE
train	4E61
train	2FYE
train	4ZMQ
train	3SMK
train	3OD6
train	3NEP
train	4WDA
train	1M04
train	1DFK
train	4UME
train	5WUX
train	2OKV
train	5FOW
train	2HTI
train	3G1Q
train	1AEW
train	4CDN
train	5Z03
train	2CX6
train	3VQE
train	2P2F
train	2D4F
train	3ELL
train	4OZ9
train	2Q02
train	2CL7
train	4ATO
train	1D7D
train	3A16
train	1O6P
train	3V0M
train	2Y76
train	1B6I
train	4JO5
train	3RET
train	5NZM
train	2BM4
train	3M2Z
train	2BS4
train	1NVD
train	4JL3
train	4MEB
train	2WQY
train	3X3R
train	1BH9
train	1QKC
train	4BAJ
train	2IJF
train	5LH8
train	4QRF
train	2H1I
train	4RTW
train	1Z9C
train	3LCE
train	5BNZ
train	5ER9
train	3B6F
train	1ZJK
train	2F8D
train	4XO1
train	2D9R
train	3MDM
train	4COS
train	4EH6
train	3DXY
train	2PYL
train	3ED5
train	5KSG
train	3IPD
train	1EWE
train	2ZFB
train	5V1V
train	3AI3
train	1B2V
train	1IPJ
train	3NRQ
train	3OVB
train	4Y7B
train	5OTM
train	4NGE
train	5WN9
train	3RRA
train	3QLB
train	3BIS
train	4R24
train	1KCZ
train	3KQL
train	5CLB
train	4L3T
train	2B2Y
train	5J9U
train	3D7K
train	1ZCD
train	1P47
train	4HMY
train	4J2A
train	3KAK
train	1S2P
train	4EAH
train	2ATO
train	4Q56
train	2P0G
train	4F6L
train	3RZF
train	3ZCG
train	4LVC
train	5OC2
train	5OGN
train	5O07
train	3ABF
train	4PYP
train	2YIY
train	1M6V
train	2IN9
train	4C38
train	2B4H
train	3C9I
train	4LVF
train	5IQQ
train	4X81
train	2OIB
train	4X6E
train	5E6Z
train	1K3R
train	3WPW
train	4KPV
train	5F56
train	4GLP
train	3KPP
train	2XHL
train	4LES
train	1W8T
train	4GR3
train	2WRT
train	2QXG
train	4I3V
train	5O0X
train	4GLJ
train	2HQL
train	3AI1
train	1XJM
train	4KL9
train	2ZIR
train	3ZWQ
train	5CD3
train	4BND
train	4FCO
train	1V0O
train	3GL1
train	5AKD
train	4YNK
train	4REY
train	1DMH
train	3LFK
train	5QD2
train	1K0F
train	3B1Z
train	1C0F
train	2YXH
train	5NKL
train	4OXV
train	4I6O
train	3F90
train	5GMZ
train	3BOM
train	2PSM
train	3VTK
train	3VJD
train	4NE9
train	4AG1
train	3LSB
train	6BDO
train	3ID8
train	5VPQ
train	1HFZ
train	5IT5
train	5X6G
train	1KSU
train	3HRN
train	3QI3
train	1RDW
train	4FCU
train	5FH3
train	6BSE
train	4ZLN
train	1E5J
train	2H4M
train	3O6D
train	3NCX
train	4HFM
train	1AIU
train	4WQE
train	2H1T
train	3Q79
train	4KQU
train	1O95
train	2G09
train	2RAF
train	2CL0
train	3R6G
train	1QL0
train	4MFA
train	1BU2
train	2P88
train	4ETY
train	3TWM
train	5X1K
train	3TT8
train	4YIR
train	1IW8
train	5MKV
train	3W55
train	3ZFP
train	5E5H
train	4FZB
train	1LOQ
train	5O0K
train	4DMG
train	1N8K
train	3DBQ
train	1T6C
train	1YM0
train	1EPX
train	3DVH
train	4HMN
train	4KFS
train	2R74
train	3S3S
train	2HZG
train	5ICL
train	2PJZ
train	1IG0
train	3USS
train	5UHQ
train	3CCK
train	2XHW
train	3NDO
train	3RBL
train	1YPX
train	2YJL
train	5CQY
train	2BLI
train	2ZB9
train	5HEY
train	2EUC
train	5YG6
train	3NX3
train	5IMK
train	3ZQP
train	3EWH
train	5E8C
train	2E1Z
train	1OQB
train	1TUW
train	4O26
train	1T4C
train	5MPQ
train	3VPQ
train	5CHP
train	1AGY
train	1P4X
train	2VB1
train	3CDZ
train	1B2M
train	4XC3
train	2QD5
train	1V8M
train	2WFB
train	5NHI
train	4BWU
train	1LKR
train	5B5G
train	1ND1
train	4LRD
train	1YC9
train	1K23
train	4JMW
train	5UKD
train	4H11
train	1R44
train	2FJN
train	1CM0
train	2IBJ
train	4FV8
train	4BV8
train	5VNZ
train	4W7R
train	5OZZ
train	4JSB
train	3JVW
train	1JEJ
train	4GVV
train	2IEJ
train	5LRI
train	3HG9
train	2Q69
train	5F4R
train	3I2B
train	5UKO
train	4PBR
train	4ZOX
train	4TT9
train	5OIP
train	5D5X
train	4W74
train	5FUW
train	3ACI
train	1H4X
train	1SZI
train	2D5C
train	2P8I
train	2GRV
train	3C8D
train	3T92
train	2HRB
train	4A1Z
train	1WAD
train	4GGO
train	4UFP
train	1GNL
train	3VPJ
train	1NOF
train	3PF8
train	3VDY
train	4AD9
train	3IOR
train	4O1W
train	2C7P
train	1YRE
train	5XRB
train	4OJ1
train	4OCQ
train	5N2M
train	1KU9
train	3UD2
train	3BYK
train	5VQJ
train	2VXB
train	3M17
train	2OJW
train	5WH8
train	2V4J
train	1NBQ
train	1HQA
train	1UES
train	6AO1
train	3UOJ
train	5TT8
train	3VLD
train	3BYX
train	3I2V
train	4MQH
train	5C24
train	4U83
train	3SBC
train	3GZ4
train	3EZ8
train	5XZ0
train	5AFP
train	2GCO
train	3WQ1
train	1NC7
train	3OA8
train	3TQ2
train	3W3Y
train	4KGA
train	5NLR
train	3OE3
train	3OSE
train	4NRA
train	3KZY
train	1OBV
train	3DM1
train	5V3U
train	2WR9
train	5AH5
train	3AF9
train	4R39
train	5WQU
train	4Q57
train	3CXD
train	1UAY
train	4AYD
train	2F7A
train	5NNF
train	3VWA
train	4BEG
train	1D2Y
train	1F0K
train	4NA0
train	1L1S
train	2PEK
train	3C25
train	5MAM
train	3H49
train	1P4U
train	2DLC
train	1KVQ
train	3MTK
train	5EDV
train	2W7T
train	3AEN
train	3AX4
train	2IG3
train	4QBK
train	4CA5
train	3N17
train	1JCX
train	5HUV
train	4ZVF
train	2D42
train	4M91
train	5P9E
train	4YVY
train	1BVV
train	4Y7E
train	4JEN
train	2F36
train	2DXD
train	4P6Y
train	4HX0
train	1IAL
train	1RZY
train	3USP
train	2QY9
train	3IBI
train	4QGW
train	3K5X
train	2WUC
train	4OQN
train	5W7S
train	3PD4
train	4X5M
train	1E6P
train	4FP1
train	1ZOI
train	4JE1
train	4HPF
train	1AVV
train	3OTO
train	5CU7
train	2WOX
train	3EAH
train	5UFE
train	4LIP
train	3T6K
train	2CBM
train	5GU6
train	4RZC
train	5WEC
train	4BPV
train	5MR5
train	4TKW
train	5DXP
train	2EWY
train	3TLG
train	1QAH
train	1JL3
train	5UZC
train	1XD2
train	5TPI
train	3TZ0
train	3ZL4
train	4D5R
train	2MEE
train	4A2V
train	3M7G
train	5GWT
train	3COI
train	5NZB
train	5OMB
train	4PSP
train	5O4G
train	1OJH
train	4UR6
train	5W6U
train	2FMO
train	4YSJ
train	3MQ1
train	3V42
train	5MGU
train	2E3M
train	1IBZ
train	1MTZ
train	3U8V
train	5P2U
train	2FF1
train	5DMJ
train	4TT0
train	4OM5
train	3KCE
train	5GTG
train	4MLF
train	3FXO
train	4IAG
train	3P94
train	6ESZ
train	5IHE
train	5OX6
train	3LCD
train	5KLI
train	5J3C
train	5C2H
train	1GBZ
train	3TFN
train	5Y9D
train	2HY8
train	5WLS
train	2Y35
train	5FPI
train	3BON
train	2YG2
train	5Y63
train	1AD5
train	4HX3
train	4Q9D
train	4L6G
train	3O6C
train	5DF9
train	2HWG
train	4WD5
train	3BRA
train	4XMN
train	3V3O
train	2PED
train	3MNR
train	3OGH
train	2ZB7
train	3LWL
train	5NLZ
train	4PRI
train	5JNQ
train	1O1L
train	3JY9
train	3HTQ
train	4JUS
train	4J99
train	4NBY
train	3T4X
train	1A6J
train	6BX8
train	5M3S
train	2R4B
train	5YFD
train	5H3F
train	3EO4
train	4YQA
train	4LHW
train	1PWH
train	2GIE
train	5JZL
train	3EGN
train	1VF6
train	4RL6
train	4AM9
train	3Q4G
train	3AO4
train	3LNY
train	1GKE
train	1ULY
train	5JIK
train	5JAF
train	3BO7
train	2UWA
train	3MVZ
train	4HDN
train	2PXV
train	3VQF
train	4NPS
train	2O2K
train	2VD1
train	2QM9
train	1YY4
train	3SCO
train	2P0R
train	5CK4
train	4NXE
train	2PMW
train	3WGK
train	3TIX
train	5N0U
train	3NIN
train	5WHY
train	2Q9G
train	3NED
train	2FW2
train	1I7L
train	3OSQ
train	2ICP
train	3SZ3
train	4AYR
train	6EJ4
train	3OOA
train	2HVN
train	3UVV
train	4W6X
train	2VHB
train	3H8D
train	4WT7
train	2ZJU
train	5FQ4
train	1SOA
train	5KNI
train	3SUJ
train	4H3B
train	2EKZ
train	1V73
train	5WO1
train	1N5Z
train	3O2E
train	1JCI
train	5LOX
train	4MWH
train	3EGS
train	6EH2
train	5FSV
train	4P7T
train	5LGP
train	5LX1
train	5IP2
train	4C1O
train	5EQU
train	2HQH
train	3ECY
train	4ETZ
train	5IM5
train	3A0Z
train	2ZTH
train	4XLZ
train	4H7Y
train	3KNB
train	5T2S
train	4Y97
train	1B8X
train	1AE9
train	3MVS
train	1NMD
train	3QGL
train	4LUT
train	3HYP
train	4Q41
train	9ICB
train	1R6O
train	4BJH
train	1W0N
train	3F7Z
train	2WZD
train	5UWF
train	4P5M
train	3S0F
train	2FBK
train	4JGI
train	3V83
train	5Q0P
train	4XLI
train	3U50
train	1CY6
train	5CCU
train	1VZZ
train	4WLZ
train	5UXF
train	1URO
train	3KCU
train	5IOP
train	3R5W
train	3PUK
train	5OSH
train	5FHO
train	4RT0
train	2VTV
train	1A9Y
train	3WW3
train	1QO8
train	4OF4
train	3QHP
train	5GG7
train	1XG5
train	4Y85
train	4NZW
train	3BRL
train	4NTY
train	2ZB6
train	4Q19
train	5YTQ
train	4ZUK
train	2XRH
train	3ZQV
train	3QRL
train	1QPD
train	3EQC
train	5WC5
train	4R1O
train	5E7M
train	4LLW
train	4A03
train	2Y64
train	4HRV
train	5MLB
train	3BY6
train	4ZR7
train	2CWQ
train	1N19
train	4CIY
train	1NW2
train	4H15
train	4NK6
train	6B5O
train	1BCW
train	5X9H
train	5CW0
train	5NUK
train	1LGF
train	1PQP
train	2CEQ
train	5CEZ
train	5TJF
train	4D4G
train	1X99
train	4RN1
train	6ARI
train	1ST4
train	4BWA
train	1RXO
train	3W5X
train	3KQS
train	3FNK
train	4QQ6
train	5G5S
train	1D5B
train	3T7V
train	3T2J
train	1Y4F
train	6F63
train	4ISR
train	3QR3
train	1PKG
train	5NCW
train	5W3P
train	5Y9N
train	4AG8
train	1MV9
train	4EIG
train	2VX3
train	3IXT
train	2ZOS
train	1SE6
train	3ASZ
train	2BEZ
train	3FB2
train	1KNG
train	3P1A
train	5SWW
train	4I4B
train	2Y2Q
train	1SR4
train	1FP8
train	6BEI
train	5F4H
train	5NTG
train	1S5D
train	4K9X
train	5I11
train	2I22
train	4UJ0
train	5IT2
train	4GYX
train	1O8V
train	2DH5
train	4FDO
train	5FPN
train	6EY5
train	4GH6
train	4MYT
train	4FM2
train	2IT0
train	1AQT
train	3OTV
train	5XKC
train	5HZP
train	2BEO
train	3QQH
train	5GZW
train	1A6Z
train	2CLM
train	3VLW
train	4WXO
train	4RG3
train	3LPZ
train	5KBL
train	1PEO
train	1CF0
train	6APU
train	1KW6
train	4BHH
train	2BIE
train	3KE7
train	1EJC
train	3VFO
train	3BH1
train	2CLQ
train	2GKE
train	4RAF
train	2HI0
train	4URV
train	1OUV
train	1MEM
train	5L6X
train	3LJT
train	4C3K
train	5OZ8
train	4F0Y
train	4DGC
train	1YG5
train	4D0B
train	5ELA
train	4OIB
train	4AH7
train	2BZ0
train	2FOO
train	4BEK
train	4B1G
train	4MPZ
train	2FF7
train	4DVZ
train	5H9U
train	3FBA
train	5FQ5
train	4FKG
train	2EO4
train	4C66
train	5YNB
train	5JIF
train	2P6O
train	3UE2
train	5T05
train	2QJM
train	4CL6
train	1ARO
train	4PY7
train	1TG5
train	4WWH
train	3QYD
train	3NR7
train	3FL3
train	3B8N
train	3G25
train	4MB1
train	3M6K
train	3N9H
train	3OPO
train	3WPM
train	5IK4
train	1WXO
train	2FFD
train	3I1U
train	1ZCN
train	1DG3
train	4MY5
train	1G2F
train	3OUR
train	4UYI
train	5F21
train	5J0C
train	3I6D
train	3T1E
train	2FZT
train	3QJQ
train	2A9G
train	1VBH
train	2PWP
train	2PG8
train	5J68
train	5EAB
train	5F04
train	3GKZ
train	5W1U
train	5ML2
train	5CHZ
train	2WM9
train	2QKD
train	5B75
train	4U7P
train	5GYY
train	3GSI
train	2VO5
train	4GA1
train	2AO9
train	5WAB
train	5HY4
train	5KLQ
train	4Q1E
train	3EU7
train	6F9L
train	4QJE
train	1Z7M
train	3SF5
train	3SGE
train	2FBA
train	1PKJ
train	5ONF
train	5IVH
train	4A2Q
train	4QCC
train	3OZ6
train	1MC8
train	5UZU
train	6AR0
train	2ARA
train	3WLD
train	4GH9
train	3UNY
train	4P4L
train	5KCZ
train	2HQU
train	2BRN
train	3ES5
train	4R57
train	4I27
train	2UZH
train	2FJ2
train	2AE5
train	5KDI
train	3V12
train	1FPU
train	1M1S
train	2WA8
train	2A1J
train	4F0T
train	3H82
train	4EOE
train	3WMT
train	5KW1
train	1KK9
train	1K2E
train	1OW0
train	2QU5
train	1D3C
train	1CHW
train	3TJS
train	3DK5
train	6BDY
train	5DMM
train	4WXV
train	1EER
train	1SED
train	3CQQ
train	2WCI
train	2X4T
train	2CJ1
train	3CKW
train	4DMA
train	4TKP
train	5TGE
train	3DH1
train	2ANN
train	1PXZ
train	2B9R
train	4V5F
train	4AW2
train	2ITD
train	5T8D
train	3DR5
train	5FJY
train	2A9U
train	5AX9
train	4KXP
train	1U9G
train	4KIF
train	2ADP
train	4FG7
train	5YK1
train	1Y37
train	5C6M
train	3UOR
train	2AMD
train	4QQ8
train	2DSG
train	3BNV
train	3RQ9
train	4QII
train	4RDO
train	5YOU
train	1TV9
train	1BKV
train	4LOQ
train	3T60
train	3Q54
train	4Q2Y
train	1G4S
train	3GQ5
train	4X4K
train	3W5Q
train	2WEQ
train	5VGV
train	5MDN
train	4O2L
train	3GSE
train	2J98
train	2XTM
train	5IC3
train	3IFQ
train	3LQ9
train	4XHM
train	1XTB
train	2BM3
train	2QG1
train	4RN0
train	5LN4
train	2ZIB
train	2P69
train	4EDF
train	3GLB
train	3AY6
train	5X5U
train	5D3C
train	3CW0
train	5KO1
train	4X7R
train	3VKW
train	4M4Z
train	4KFD
train	3MMS
train	3SW2
train	6FBZ
train	3NA5
train	2QX5
train	1LRU
train	1RR9
train	1VPM
train	2HV8
train	2WX3
train	1NZ0
train	4H79
train	2F6H
train	3O6M
train	1RHU
train	4D26
train	4QIK
train	4EIZ
train	3GQG
train	4ORX
train	1LOT
train	1LYY
train	4M35
train	4OQQ
train	2ICF
train	5D81
train	3MTL
train	4YK6
train	3AJF
train	3ZTV
train	1FJ4
train	3AB2
train	3OHE
train	1H2C
train	2NZO
train	1LTV
train	5LY7
train	1BY9
train	4APX
train	4MZP
train	2J3S
train	5AE3
train	5SWV
train	1EW6
train	4FZO
train	5M6L
train	5XNS
train	1PX3
train	2XQW
train	1FM8
train	1DQ7
train	2X52
train	3DCR
train	3GYC
train	5F33
train	4BAC
train	1IAS
train	4MDV
train	5I2D
train	2Z5L
train	2CYB
train	1U3T
train	5K3L
train	2PW2
train	4L1C
train	2FZI
train	3O5S
train	2ISA
train	2I6G
train	5YC8
train	5WHD
train	5IA2
train	3BRC
train	5NHD
train	1OI4
train	5AR3
train	1FSI
train	5XWW
train	5TCW
train	3S4R
train	2O11
train	2QS4
train	4XRP
train	3M4Y
train	1V7P
train	1NZJ
train	3U7W
train	6BE0
train	2AS4
train	2QXH
train	4C2O
train	2V9C
train	5Y0E
train	5GHZ
train	4U5G
train	3HQC
train	5IEH
train	3EBF
train	3W41
train	2YVM
train	2Y6Q
train	3HGW
train	3KHK
train	3PFW
train	3PSZ
train	1ES9
train	3BSF
train	3OMF
train	3RQZ
train	4W4M
train	4O23
train	2P3L
train	5KEG
train	4BWO
train	5NLN
train	1QL6
train	2PW7
train	5TV6
train	2UYL
train	5JGD
train	4I96
train	5DTP
train	1RGI
train	5P1A
train	2O8V
train	3WVB
train	5KVQ
train	2WA6
train	3C12
train	4GX7
train	2IPP
train	4RY2
train	1B8F
train	4HBU
train	2ZVC
train	1AYW
train	4HV4
train	2YP1
train	5ET3
train	3NO5
train	1T1G
train	4ACL
train	2BMR
train	3UBR
train	4YT4
train	3ELA
train	5ML4
train	4RHH
train	1GZZ
train	3EK2
train	5II7
train	2ORJ
train	2VZG
train	3DAV
train	1N43
train	4PTK
train	1SRA
train	1R7X
train	3FYF
train	3IV9
train	1VR2
train	4TKT
train	5OTJ
train	4KPB
train	4ETT
train	5L8S
train	3V2Y
train	4R72
train	4Q6W
train	1N5M
train	1DO1
train	1FK5
train	2EYH
train	3RSE
train	4WA8
train	5T91
train	2IWT
train	4H1Z
train	2XD7
train	1K6J
train	4CW6
train	2AEJ
train	2WII
train	5IU8
train	6EPU
train	4FBE
train	3TL4
train	4HQX
train	5WGQ
train	3CBY
train	5IKB
train	3G2S
train	3OCV
train	1MZN
train	3CXJ
train	1YUX
train	3QJX
train	3PHF
train	5VTU
train	3ENK
train	2EGT
train	5WPZ
train	4BN4
train	1D9Y
train	2HMH
train	2YLS
train	2I80
train	3CVQ
train	5W80
train	2F9U
train	4WA0
train	3FTS
train	1GZE
train	3PSM
train	4OME
train	2DQW
train	4Q91
train	2DUF
train	3RKJ
train	3DYM
train	1KXY
train	2J9O
train	5XJN
train	5H7D
train	1D9E
train	2HU2
train	5HEN
train	5WRI
train	5HW3
train	2YG3
train	4ZLI
train	5JVN
train	3QEU
train	4AJU
train	4GH1
train	3D3U
train	3ECH
train	4DF8
train	5DC6
train	3PES
train	5L6P
train	3KO4
train	5WS4
train	4QIL
train	1UDV
train	1A0D
train	3BFJ
train	4GIM
train	1JI1
train	2VVN
train	4IKZ
train	1G3Q
train	2VLI
train	2W6P
train	4QQ7
train	4QA9
train	2GL5
train	4AFP
train	6F48
train	1QFK
train	2UBP
train	4PWY
train	1RZG
train	5TEF
train	2YG6
train	2H2S
train	2IZZ
train	5J7Q
train	5LEM
train	4LSS
train	2V6A
train	2CKZ
train	3ZVL
train	2PVD
train	5Z1R
train	5WG9
train	2WIA
train	4D7S
train	5JBW
train	1R0L
train	5EUU
train	5YIN
train	5YHE
train	4AT6
train	4WHH
train	1C1O
train	5L7E
train	2JJD
train	1YNP
train	4JO0
train	3VE7
train	1KET
train	3MAF
train	3VF5
train	5LO1
train	5H1P
train	3FOF
train	2DWG
train	3QBP
train	3OCN
train	3BWI
train	3BPL
train	1MT6
train	4US3
train	4KXX
train	1NLN
train	5N8P
train	4TN8
train	2I9F
train	2NQA
train	2PO1
train	4RAY
train	1AL0
train	2DDS
train	4IQF
train	4PVA
train	1F09
train	3A6V
train	5GYR
train	3RFN
train	1F7U
train	2E0M
train	5G5D
train	4P9T
train	5F77
train	1O03
train	5YSK
train	2HNL
train	1Z7Q
train	4MTP
train	2ODK
train	2XA4
train	1B2L
train	1Z95
train	2F31
train	4L7L
train	4MLM
train	6FD4
train	3WQD
train	1TMQ
train	3PMN
train	3Q0C
train	5Y17
train	3ISY
train	3T55
train	4ZX6
train	4HYC
train	5ACX
train	4RL1
train	3IQ5
train	2GLN
train	3P9T
train	3RR4
train	4W2E
train	2GOU
train	5EYZ
train	4UYH
train	5FK7
train	5AXV
train	1V96
train	3N2O
train	5NX9
train	5I5G
train	4D6U
train	2ZH5
train	1QWM
train	1XE0
train	5FQQ
train	3W68
train	5JT5
train	5BNP
train	4K3C
train	5SVP
train	4P7M
train	3ZKC
train	3V4T
train	3F0T
train	2VL0
train	1U71
train	3U3D
train	4RU4
train	6EYV
train	4NQ1
train	3RDS
train	5UDS
train	4GEJ
train	5PGM
train	1FBN
train	4J5N
train	3DRT
train	1Q62
train	3GWC
train	4AQO
train	4L0C
train	2NPG
train	2P9Y
train	3VD9
train	2IKG
train	2C8B
train	5I5Y
train	2SPG
train	4M7I
train	1C1M
train	1L6I
train	4UNC
train	4JSR
train	4JG1
train	5DRZ
train	3NVU
